row_id,_source_file,month_start,year,month,booking_location,tankers_booked,tankers_delivered,delivery_gap,index,division,section,noofbookings,delivered
R490,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1428,1428,0,489,15,CHANDA NAGAR,1428,1428
R491,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1821,1821,0,490,15,DEEPTHISRI NAGAR (DIV 15),1821,1821
R492,tankers_reports_2024_4.csv,2024-04-01,2024,4,,2019,2018,1,491,15,Doyens section,2019,2018
R493,tankers_reports_2024_4.csv,2024-04-01,2024,4,,4383,4382,1,492,15,GACHIBOWLI (DIV 15),4383,4382
R494,tankers_reports_2024_4.csv,2024-04-01,2024,4,,6165,6165,0,493,15,HAFEEZPET (DIV 15),6165,6165
R495,tankers_reports_2024_4.csv,2024-04-01,2024,4,,14277,14277,0,494,15,KONDAPUR (DIV 15),14277,14277
R496,tankers_reports_2024_4.csv,2024-04-01,2024,4,,14989,14989,0,495,15,MADHAPUR,14989,14989
R497,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1323,1323,0,496,15,MIYAPUR,1323,1323
R498,tankers_reports_2024_4.csv,2024-04-01,2024,4,,25,25,0,497,15,NALLAGANDLA (DIV 15),25,25
R499,tankers_reports_2024_4.csv,2024-04-01,2024,4,,2,2,0,498,15,PATANCHERU (DIV15),2,2
R500,tankers_reports_2024_4.csv,2024-04-01,2024,4,,2,2,0,499,15,RAMACHANDRAPURAM,2,2
R501,tankers_reports_2024_4.csv,2024-04-01,2024,4,,742,740,2,500,16,ATTAPUR,742,740
R502,tankers_reports_2024_4.csv,2024-04-01,2024,4,,375,375,0,501,16,BUDVEL (DIV16),375,375
R503,tankers_reports_2024_4.csv,2024-04-01,2024,4,,2027,2027,0,502,16,HYDERGUDA,2027,2027
R504,tankers_reports_2024_4.csv,2024-04-01,2024,4,,60,60,0,503,16,KATEDAN,60,60
R505,tankers_reports_2024_4.csv,2024-04-01,2024,4,,113,113,0,504,16,MAILERDEV PALLY,113,113
R506,tankers_reports_2024_4.csv,2024-04-01,2024,4,,147,147,0,505,16,SULEMAN NAGAR,147,147
R507,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1,0,1,506,17,MIRALAM FILTER BEDS (DIV 17),1,0
R508,tankers_reports_2024_4.csv,2024-04-01,2024,4,,3465,3465,0,507,18,KISMATHPUR (DIV 18),3465,3465
R509,tankers_reports_2024_4.csv,2024-04-01,2024,4,,9286,9286,0,508,18,MANIKONDA (DIV 18),9286,9286
R510,tankers_reports_2024_4.csv,2024-04-01,2024,4,,380,380,0,509,19,BODUPPAL (DIV 19),380,380
R511,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1,1,0,510,19,DHAMMAIGUDA (DIV 19),1,1
R512,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1523,1523,0,511,19,PEERJADIGUDA (DIV 19),1523,1523
R513,tankers_reports_2024_4.csv,2024-04-01,2024,4,,4,4,0,512,19,POCHARAM (DIV 19),4,4
R514,tankers_reports_2024_4.csv,2024-04-01,2024,4,,484,484,0,513,20,BADANGPET  (DIV 20),484,484
R515,tankers_reports_2024_4.csv,2024-04-01,2024,4,,7,7,0,514,20,JALPALLY (DIV 20),7,7
R516,tankers_reports_2024_4.csv,2024-04-01,2024,4,,8,8,0,515,20,JILLELAGUDA (DIV 20),8,8
R517,tankers_reports_2024_4.csv,2024-04-01,2024,4,,738,738,0,516,20,MEERPET (DIV 20),738,738
R518,tankers_reports_2024_4.csv,2024-04-01,2024,4,,2,2,0,517,20,SHAMSHABAD (DIV 20),2,2
R519,tankers_reports_2024_4.csv,2024-04-01,2024,4,,3,3,0,518,20,THUKKUGUDA (PD 1),3,3
R520,tankers_reports_2024_4.csv,2024-04-01,2024,4,,5,5,0,519,22,PEDDA AMBERPET (PD 1),5,5
R521,tankers_reports_2024_4.csv,2024-04-01,2024,4,,5,5,0,520,22,TURKAYAMJAL (PD 1),5,5
R522,tankers_reports_2024_4.csv,2024-04-01,2024,4,,863,861,2,521,23,BACHUPALLY (PD 7),863,861
R523,tankers_reports_2024_4.csv,2024-04-01,2024,4,,9,9,0,522,23,GANDIMAISAMMA (PD 7),9,9
R524,tankers_reports_2024_4.csv,2024-04-01,2024,4,,5843,5843,0,523,23,NIZAMPET (PD 7),5843,5843
R525,tankers_reports_2024_4.csv,2024-04-01,2024,4,,4845,4845,0,524,23,PRAGATHINAGAR (PD 7),4845,4845
R526,tankers_reports_2024_4.csv,2024-04-01,2024,4,,43,43,0,525,24,AMEENPUR (PD 8),43,43
R527,tankers_reports_2024_4.csv,2024-04-01,2024,4,,9,9,0,526,24,BEERAMGUDA (PD 8),9,9
R528,tankers_reports_2024_4.csv,2024-04-01,2024,4,,5,5,0,527,24,TELLAPUR (PD 8),5,5
R529,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1,1,0,528,25,GUNDLAPOCHAMPALLY (PD 7),1,1
R530,tankers_reports_2024_4.csv,2024-04-01,2024,4,,6,6,0,529,25,JAWAHARNAGAR (PD 3),6,6
R531,tankers_reports_2024_4.csv,2024-04-01,2024,4,,3,3,0,530,25,KOMPALLY (PD 7),3,3
R532,tankers_reports_2024_4.csv,2024-04-01,2024,4,,12,12,0,531,33,ALIABAD,12,12
R533,tankers_reports_2024_4.csv,2024-04-01,2024,4,,2,2,0,532,33,BALAPUR,2,2
R534,tankers_reports_2024_4.csv,2024-04-01,2024,4,,65,65,0,533,33,BANDLAGUDA  (DIV 2),65,65
R535,tankers_reports_2024_4.csv,2024-04-01,2024,4,,4,4,0,534,33,GOWLIPURA,4,4
R536,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1,1,0,535,33,JAHANUMA,1,1
R537,tankers_reports_2024_4.csv,2024-04-01,2024,4,,13,13,0,536,33,JANGAMMET,13,13
R538,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1,1,0,537,33,KANCHANBAGH,1,1
R539,tankers_reports_2024_4.csv,2024-04-01,2024,4,,3,3,0,538,33,MYSARAM,3,3
R540,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1,1,0,539,33,RIYASATH NAGAR,1,1
R541,tankers_reports_2024_4.csv,2024-04-01,2024,4,,274,274,0,540,34,AUTONAGAR,274,274
R542,tankers_reports_2024_4.csv,2024-04-01,2024,4,,101,101,0,541,34,B.N.REDDY NAGAR,101,101
R543,tankers_reports_2024_4.csv,2024-04-01,2024,4,,559,559,0,542,34,KAMALANAGAR,559,559
R544,tankers_reports_2024_4.csv,2024-04-01,2024,4,,144,144,0,543,34,L.B.NAGAR,144,144
R545,tankers_reports_2024_4.csv,2024-04-01,2024,4,,827,827,0,544,34,MANSOORABAD,827,827
R546,tankers_reports_2024_4.csv,2024-04-01,2024,4,,22,22,0,545,34,NAGOLE,22,22
R547,tankers_reports_2024_4.csv,2024-04-01,2024,4,,351,351,0,546,34,NGO COLONY,351,351
R548,tankers_reports_2024_4.csv,2024-04-01,2024,4,,688,688,0,547,34,VANASTHALIPURAM (DIV 10),688,688
R549,tankers_reports_2024_5.csv,2024-05-01,2024,5,,12,12,0,548,1,BAHADURPURA,12,12
R550,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1,1,0,549,1,CHANUDLAL BHARADARI,1,1
R551,tankers_reports_2024_5.csv,2024-05-01,2024,5,,7,7,0,550,1,DARUL SHIFA,7,7
R552,tankers_reports_2024_5.csv,2024-05-01,2024,5,,4,4,0,551,1,DHOOD BOWLI,4,4
R553,tankers_reports_2024_5.csv,2024-05-01,2024,5,,3,3,0,552,1,KISHAN BAGH,3,3
R554,tankers_reports_2024_5.csv,2024-05-01,2024,5,,4,4,0,553,1,M.R.G.FILTERS,4,4
R555,tankers_reports_2024_5.csv,2024-05-01,2024,5,,6,6,0,554,1,MOGHULPURA,6,6
R556,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1,1,0,555,1,PATHERGATTI,1,1
R557,tankers_reports_2024_5.csv,2024-05-01,2024,5,,2,2,0,556,1,VATTEPALLY,2,2
R558,tankers_reports_2024_5.csv,2024-05-01,2024,5,,126,126,0,557,2,ASMANGARH,126,126
R559,tankers_reports_2024_5.csv,2024-05-01,2024,5,,13,13,0,558,2,AZAMPURA,13,13
R560,tankers_reports_2024_5.csv,2024-05-01,2024,5,,38,38,0,559,2,CHANCHALGUDA,38,38
R561,tankers_reports_2024_5.csv,2024-05-01,2024,5,,6,6,0,560,2,MADANNAPET,6,6
R562,tankers_reports_2024_5.csv,2024-05-01,2024,5,,111,111,0,561,2,MALAKPET,111,111
R563,tankers_reports_2024_5.csv,2024-05-01,2024,5,,198,198,0,562,2,MOOSARAMBAGH,198,198
R564,tankers_reports_2024_5.csv,2024-05-01,2024,5,,149,149,0,563,2,SAIDABAD,149,149
R565,tankers_reports_2024_5.csv,2024-05-01,2024,5,,6,6,0,564,2,SANTOSHNAGAR,6,6
R566,tankers_reports_2024_5.csv,2024-05-01,2024,5,,20,20,0,565,2,VINAY NAGAR (DIV 2 (a)),20,20
R567,tankers_reports_2024_5.csv,2024-05-01,2024,5,,116,116,0,566,3,AHMED NAGAR,116,116
R568,tankers_reports_2024_5.csv,2024-05-01,2024,5,,222,222,0,567,3,ASIF NAGAR,222,222
R569,tankers_reports_2024_5.csv,2024-05-01,2024,5,,489,489,0,568,3,CHINTAL BASTHI,489,489
R570,tankers_reports_2024_5.csv,2024-05-01,2024,5,,15,15,0,569,3,GOLCONDA,15,15
R571,tankers_reports_2024_5.csv,2024-05-01,2024,5,,208,208,0,570,3,HAKEEMPET,208,208
R572,tankers_reports_2024_5.csv,2024-05-01,2024,5,,718,718,0,571,3,KAKATIYA NAGAR,718,718
R573,tankers_reports_2024_5.csv,2024-05-01,2024,5,,68,68,0,572,3,KARWAN,68,68
R574,tankers_reports_2024_5.csv,2024-05-01,2024,5,,64,64,0,573,3,LANGER HOUSE,64,64
R575,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1147,1147,0,574,3,MEHIDIPATNAM,1147,1147
R576,tankers_reports_2024_5.csv,2024-05-01,2024,5,,102,102,0,575,3,OLD MALLEPALLY,102,102
R577,tankers_reports_2024_5.csv,2024-05-01,2024,5,,2272,2272,0,576,3,SHAIKPET,2272,2272
R578,tankers_reports_2024_5.csv,2024-05-01,2024,5,,26,26,0,577,3,TAPPA CHABUTRA,26,26
R579,tankers_reports_2024_5.csv,2024-05-01,2024,5,,834,834,0,578,3,TOLI CHOWK,834,834
R580,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1242,1242,0,579,3,VIJAYNAGAR COLONY,1242,1242
R581,tankers_reports_2024_5.csv,2024-05-01,2024,5,,8,8,0,580,4,ALLABANDA,8,8
R582,tankers_reports_2024_5.csv,2024-05-01,2024,5,,189,189,0,581,4,GODE-KI-KABAR,189,189
R583,tankers_reports_2024_5.csv,2024-05-01,2024,5,,79,79,0,582,4,GOWLIGUDA,79,79
R584,tankers_reports_2024_5.csv,2024-05-01,2024,5,,412,412,0,583,4,GUNFOUNDRY,412,412
R585,tankers_reports_2024_5.csv,2024-05-01,2024,5,,186,186,0,584,4,HINDI NAGAR,186,186
R586,tankers_reports_2024_5.csv,2024-05-01,2024,5,,543,543,0,585,4,RED HILLS HIGH LEVEL,543,543
R587,tankers_reports_2024_5.csv,2024-05-01,2024,5,,157,157,0,586,4,RED HILLS LOW LEVEL,157,157
R588,tankers_reports_2024_5.csv,2024-05-01,2024,5,,116,116,0,587,4,SULTAN BAZAR,116,116
R589,tankers_reports_2024_5.csv,2024-05-01,2024,5,,17,17,0,588,4,ZIAGUDA,17,17
R590,tankers_reports_2024_5.csv,2024-05-01,2024,5,,78,78,0,589,5,ADIKMET,78,78
R591,tankers_reports_2024_5.csv,2024-05-01,2024,5,,54,54,0,590,5,AMBERPET,54,54
R592,tankers_reports_2024_5.csv,2024-05-01,2024,5,,555,555,0,591,5,AZAMABAD,555,555
R593,tankers_reports_2024_5.csv,2024-05-01,2024,5,,236,236,0,592,5,BAGH LINGAMPALLY,236,236
R594,tankers_reports_2024_5.csv,2024-05-01,2024,5,,601,601,0,593,5,BARKATPURA,601,601
R595,tankers_reports_2024_5.csv,2024-05-01,2024,5,,274,274,0,594,5,BOATS CLUB,274,274
R596,tankers_reports_2024_5.csv,2024-05-01,2024,5,,137,137,0,595,5,DOMALGUDA,137,137
R597,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1179,1179,0,596,5,GANDHINAGAR,1179,1179
R598,tankers_reports_2024_5.csv,2024-05-01,2024,5,,801,801,0,597,5,MUSHEERABAD,801,801
R599,tankers_reports_2024_5.csv,2024-05-01,2024,5,,786,786,0,598,5,NARAYANGUDA,786,786
R600,tankers_reports_2024_5.csv,2024-05-01,2024,5,,235,235,0,599,5,SHIVAM,235,235
R601,tankers_reports_2024_5.csv,2024-05-01,2024,5,,195,195,0,600,5,VIGYANPURI,195,195
R602,tankers_reports_2024_5.csv,2024-05-01,2024,5,,3649,3649,0,601,6,BANJARA HILLS,3649,3649
R603,tankers_reports_2024_5.csv,2024-05-01,2024,5,,341,341,0,602,6,BORABANDA,341,341
R604,tankers_reports_2024_5.csv,2024-05-01,2024,5,,805,805,0,603,6,ERRAGADDA,805,805
R605,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1426,1426,0,604,6,FATHENAGAR,1426,1426
R606,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1001,1001,0,605,6,FILM NAGAR,1001,1001
R607,tankers_reports_2024_5.csv,2024-05-01,2024,5,,5621,5621,0,606,6,JUBILEE HILLS,5621,5621
R608,tankers_reports_2024_5.csv,2024-05-01,2024,5,,291,291,0,607,6,S.P.R HILLS,291,291
R609,tankers_reports_2024_5.csv,2024-05-01,2024,5,,5951,5951,0,608,6,S.R.NAGAR,5951,5951
R610,tankers_reports_2024_5.csv,2024-05-01,2024,5,,2290,2290,0,609,6,SOMAJIGUDA,2290,2290
R611,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1326,1326,0,610,6,THATTIKHANA,1326,1326
R612,tankers_reports_2024_5.csv,2024-05-01,2024,5,,3118,3118,0,611,6,VENGALRAONAGAR,3118,3118
R613,tankers_reports_2024_5.csv,2024-05-01,2024,5,,2785,2785,0,612,6,YELLAREDDYGUDA,2785,2785
R614,tankers_reports_2024_5.csv,2024-05-01,2024,5,,487,487,0,613,7,BOIGUDA,487,487
R615,tankers_reports_2024_5.csv,2024-05-01,2024,5,,224,224,0,614,7,BOUDHANAGAR,224,224
R616,tankers_reports_2024_5.csv,2024-05-01,2024,5,,123,123,0,615,7,HUSSAINSAGAR,123,123
R617,tankers_reports_2024_5.csv,2024-05-01,2024,5,,40,40,0,616,7,LALAPET,40,40
R618,tankers_reports_2024_5.csv,2024-05-01,2024,5,,360,360,0,617,7,MARREDPALLY,360,360
R619,tankers_reports_2024_5.csv,2024-05-01,2024,5,,99,99,0,618,7,METTUGUDA,99,99
R620,tankers_reports_2024_5.csv,2024-05-01,2024,5,,74,74,0,619,7,NALLAGUTTA,74,74
R621,tankers_reports_2024_5.csv,2024-05-01,2024,5,,424,424,0,620,7,PRAKASHNAGAR,424,424
R622,tankers_reports_2024_5.csv,2024-05-01,2024,5,,170,170,0,621,7,REGIMENTAL BAZAR,170,170
R623,tankers_reports_2024_5.csv,2024-05-01,2024,5,,820,820,0,622,7,SEETHAPALMANDI,820,820
R624,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1422,1422,0,623,7,SRINIVAS NAGAR,1422,1422
R625,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1576,1576,0,624,7,TARNAKA,1576,1576
R626,tankers_reports_2024_5.csv,2024-05-01,2024,5,,4493,4493,0,625,9,BALAJINAGAR (DIV 9),4493,4493
R627,tankers_reports_2024_5.csv,2024-05-01,2024,5,,101,101,0,626,9,BALANAGAR,101,101
R628,tankers_reports_2024_5.csv,2024-05-01,2024,5,,3315,3315,0,627,9,BHAGYANAGAR,3315,3315
R629,tankers_reports_2024_5.csv,2024-05-01,2024,5,,163,163,0,628,9,BHARATHNAGAR,163,163
R630,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1752,1751,1,629,9,GAYATRI NAGAR,1752,1751
R631,tankers_reports_2024_5.csv,2024-05-01,2024,5,,967,967,0,630,9,HASMATHPET,967,967
R632,tankers_reports_2024_5.csv,2024-05-01,2024,5,,5649,5649,0,631,9,KPHB,5649,5649
R633,tankers_reports_2024_5.csv,2024-05-01,2024,5,,695,695,0,632,9,KUKATPALLY,695,695
R634,tankers_reports_2024_5.csv,2024-05-01,2024,5,,209,209,0,633,9,MOOSAPET,209,209
R635,tankers_reports_2024_5.csv,2024-05-01,2024,5,,880,880,0,634,9,MOTI NAGAR,880,880
R636,tankers_reports_2024_5.csv,2024-05-01,2024,5,,324,324,0,635,9,VIVEKANANDA NAGAR,324,324
R637,tankers_reports_2024_5.csv,2024-05-01,2024,5,,866,866,0,636,9,YELLAMMABANDA,866,866
R638,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1830,1830,0,637,10,ALKAPURI,1830,1830
R639,tankers_reports_2024_5.csv,2024-05-01,2024,5,,243,243,0,638,10,DILSHUKNAGAR,243,243
R640,tankers_reports_2024_5.csv,2024-05-01,2024,5,,400,400,0,639,10,KOTHAPETA,400,400
R641,tankers_reports_2024_5.csv,2024-05-01,2024,5,,180,180,0,640,10,LINGOJIGUDA,180,180
R642,tankers_reports_2024_5.csv,2024-05-01,2024,5,,671,671,0,641,10,MARUTHINAGAR (DIV 10),671,671
R643,tankers_reports_2024_5.csv,2024-05-01,2024,5,,993,993,0,642,10,SAHEBNAGAR (DIV 10),993,993
R644,tankers_reports_2024_5.csv,2024-05-01,2024,5,,403,403,0,643,10,SAROORNAGAR,403,403
R645,tankers_reports_2024_5.csv,2024-05-01,2024,5,,212,212,0,644,10,VAISHALINAGAR (DIV 10),212,212
R646,tankers_reports_2024_5.csv,2024-05-01,2024,5,,110,110,0,645,12,ADARSHNAGAR,110,110
R647,tankers_reports_2024_5.csv,2024-05-01,2024,5,,68,68,0,646,12,Bhagatsingh Nagar,68,68
R648,tankers_reports_2024_5.csv,2024-05-01,2024,5,,108,108,0,647,12,CHINTAL,108,108
R649,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1349,1349,0,648,12,GAJULARAMARAM,1349,1349
R650,tankers_reports_2024_5.csv,2024-05-01,2024,5,,197,197,0,649,12,JEEDIMETLA,197,197
R651,tankers_reports_2024_5.csv,2024-05-01,2024,5,,115,115,0,650,12,Jagathgirigutta,115,115
R652,tankers_reports_2024_5.csv,2024-05-01,2024,5,,724,724,0,651,12,SHAPOORNAGAR,724,724
R653,tankers_reports_2024_5.csv,2024-05-01,2024,5,,290,290,0,652,12,SURARAM,290,290
R654,tankers_reports_2024_5.csv,2024-05-01,2024,5,,726,726,0,653,12,USHODAYA,726,726
R655,tankers_reports_2024_5.csv,2024-05-01,2024,5,,588,588,0,654,12,suchitra,588,588
R656,tankers_reports_2024_5.csv,2024-05-01,2024,5,,73,73,0,655,13,ALWAL (Div13),73,73
R657,tankers_reports_2024_5.csv,2024-05-01,2024,5,,335,335,0,656,13,CHANUKYAPURI,335,335
R658,tankers_reports_2024_5.csv,2024-05-01,2024,5,,495,495,0,657,13,DEFENCE COLONY,495,495
R659,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1486,1486,0,658,13,FATHER BALAIAHNAGAR (Div13),1486,1486
R660,tankers_reports_2024_5.csv,2024-05-01,2024,5,,501,501,0,659,13,GOWTHAM NAGAR,501,501
R661,tankers_reports_2024_5.csv,2024-05-01,2024,5,,277,277,0,660,13,MACHABOLLARAM,277,277
R662,tankers_reports_2024_5.csv,2024-05-01,2024,5,,415,415,0,661,13,SAINATHPURAM,415,415
R663,tankers_reports_2024_5.csv,2024-05-01,2024,5,,192,192,0,662,13,VAJPAYEE NAGAR,192,192
R664,tankers_reports_2024_5.csv,2024-05-01,2024,5,,216,216,0,663,13,VENKATAPURAM,216,216
R665,tankers_reports_2024_5.csv,2024-05-01,2024,5,,298,298,0,664,13,YAPRAL (Div13),298,298
R666,tankers_reports_2024_5.csv,2024-05-01,2024,5,,34,34,0,665,14,CHERLAPALLY,34,34
R667,tankers_reports_2024_5.csv,2024-05-01,2024,5,,123,123,0,666,14,HOUSING BOARD,123,123
R668,tankers_reports_2024_5.csv,2024-05-01,2024,5,,413,413,0,667,14,HUBSIGUDA,413,413
R669,tankers_reports_2024_5.csv,2024-05-01,2024,5,,294,294,0,668,14,NACHARAM,294,294
R670,tankers_reports_2024_5.csv,2024-05-01,2024,5,,237,230,7,669,14,RADHIKA,237,230
R671,tankers_reports_2024_5.csv,2024-05-01,2024,5,,238,238,0,670,14,RAMANTHAPUR(DIV 14),238,238
R672,tankers_reports_2024_5.csv,2024-05-01,2024,5,,311,311,0,671,14,SAIBABA NAGAR,311,311
R673,tankers_reports_2024_5.csv,2024-05-01,2024,5,,278,278,0,672,14,UPPAL,278,278
R674,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1016,1016,0,673,15,CHANDA NAGAR,1016,1016
R675,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1277,1277,0,674,15,DEEPTHISRI NAGAR (DIV 15),1277,1277
R676,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1598,1598,0,675,15,Doyens section,1598,1598
R677,tankers_reports_2024_5.csv,2024-05-01,2024,5,,4847,4847,0,676,15,GACHIBOWLI (DIV 15),4847,4847
R678,tankers_reports_2024_5.csv,2024-05-01,2024,5,,4957,4957,0,677,15,HAFEEZPET (DIV 15),4957,4957
R679,tankers_reports_2024_5.csv,2024-05-01,2024,5,,13474,13474,0,678,15,KONDAPUR (DIV 15),13474,13474
R680,tankers_reports_2024_5.csv,2024-05-01,2024,5,,14473,14469,4,679,15,MADHAPUR,14473,14469
R681,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1679,1679,0,680,15,MIYAPUR,1679,1679
R682,tankers_reports_2024_5.csv,2024-05-01,2024,5,,55,55,0,681,15,NALLAGANDLA (DIV 15),55,55
R683,tankers_reports_2024_5.csv,2024-05-01,2024,5,,3,3,0,682,15,PATANCHERU (DIV15),3,3
R684,tankers_reports_2024_5.csv,2024-05-01,2024,5,,20,20,0,683,15,RAMACHANDRAPURAM,20,20
R685,tankers_reports_2024_5.csv,2024-05-01,2024,5,,673,673,0,684,16,ATTAPUR,673,673
R686,tankers_reports_2024_5.csv,2024-05-01,2024,5,,300,300,0,685,16,BUDVEL (DIV16),300,300
R687,tankers_reports_2024_5.csv,2024-05-01,2024,5,,2177,2177,0,686,16,HYDERGUDA,2177,2177
R688,tankers_reports_2024_5.csv,2024-05-01,2024,5,,60,60,0,687,16,KATEDAN,60,60
R689,tankers_reports_2024_5.csv,2024-05-01,2024,5,,129,129,0,688,16,MAILERDEV PALLY,129,129
R690,tankers_reports_2024_5.csv,2024-05-01,2024,5,,252,252,0,689,16,SULEMAN NAGAR,252,252
R691,tankers_reports_2024_5.csv,2024-05-01,2024,5,,4183,4183,0,690,18,KISMATHPUR (DIV 18),4183,4183
R692,tankers_reports_2024_5.csv,2024-05-01,2024,5,,9696,9694,2,691,18,MANIKONDA (DIV 18),9696,9694
R693,tankers_reports_2024_5.csv,2024-05-01,2024,5,,440,440,0,692,19,BODUPPAL (DIV 19),440,440
R694,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1,1,0,693,19,DHAMMAIGUDA (DIV 19),1,1
R695,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1706,1706,0,694,19,PEERJADIGUDA (DIV 19),1706,1706
R696,tankers_reports_2024_5.csv,2024-05-01,2024,5,,4,4,0,695,19,POCHARAM (DIV 19),4,4
R697,tankers_reports_2024_5.csv,2024-05-01,2024,5,,442,442,0,696,20,BADANGPET  (DIV 20),442,442
R698,tankers_reports_2024_5.csv,2024-05-01,2024,5,,16,16,0,697,20,JALPALLY (DIV 20),16,16
R699,tankers_reports_2024_5.csv,2024-05-01,2024,5,,8,8,0,698,20,JILLELAGUDA (DIV 20),8,8
R700,tankers_reports_2024_5.csv,2024-05-01,2024,5,,693,693,0,699,20,MEERPET (DIV 20),693,693
R701,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1,1,0,700,20,THUKKUGUDA (PD 1),1,1
R702,tankers_reports_2024_5.csv,2024-05-01,2024,5,,3,3,0,701,22,PEDDA AMBERPET (PD 1),3,3
R703,tankers_reports_2024_5.csv,2024-05-01,2024,5,,9,9,0,702,22,TURKAYAMJAL (PD 1),9,9
R704,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1480,1480,0,703,23,BACHUPALLY (PD 7),1480,1480
R705,tankers_reports_2024_5.csv,2024-05-01,2024,5,,8,8,0,704,23,GANDIMAISAMMA (PD 7),8,8
R706,tankers_reports_2024_5.csv,2024-05-01,2024,5,,5302,5302,0,705,23,NIZAMPET (PD 7),5302,5302
R707,tankers_reports_2024_5.csv,2024-05-01,2024,5,,4346,4346,0,706,23,PRAGATHINAGAR (PD 7),4346,4346
R708,tankers_reports_2024_5.csv,2024-05-01,2024,5,,22,22,0,707,24,AMEENPUR (PD 8),22,22
R709,tankers_reports_2024_5.csv,2024-05-01,2024,5,,12,12,0,708,24,BEERAMGUDA (PD 8),12,12
R710,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1,1,0,709,24,BOLLARAM (PD 8),1,1
R711,tankers_reports_2024_5.csv,2024-05-01,2024,5,,2,2,0,710,24,TELLAPUR (PD 8),2,2
R712,tankers_reports_2024_5.csv,2024-05-01,2024,5,,10,10,0,711,25,JAWAHARNAGAR (PD 3),10,10
R713,tankers_reports_2024_5.csv,2024-05-01,2024,5,,3,3,0,712,25,KOMPALLY (PD 7),3,3
R714,tankers_reports_2024_5.csv,2024-05-01,2024,5,,7,7,0,713,33,ALIABAD,7,7
R715,tankers_reports_2024_5.csv,2024-05-01,2024,5,,5,5,0,714,33,BALAPUR,5,5
R716,tankers_reports_2024_5.csv,2024-05-01,2024,5,,63,63,0,715,33,BANDLAGUDA  (DIV 2),63,63
R717,tankers_reports_2024_5.csv,2024-05-01,2024,5,,6,6,0,716,33,JAHANUMA,6,6
R718,tankers_reports_2024_5.csv,2024-05-01,2024,5,,6,6,0,717,33,JANGAMMET,6,6
R719,tankers_reports_2024_5.csv,2024-05-01,2024,5,,1,1,0,718,33,KANCHANBAGH,1,1
R720,tankers_reports_2024_5.csv,2024-05-01,2024,5,,2,2,0,719,33,MYSARAM,2,2
R721,tankers_reports_2024_5.csv,2024-05-01,2024,5,,2,2,0,720,33,RIYASATH NAGAR,2,2
R722,tankers_reports_2024_5.csv,2024-05-01,2024,5,,328,328,0,721,34,AUTONAGAR,328,328
R723,tankers_reports_2024_5.csv,2024-05-01,2024,5,,83,83,0,722,34,B.N.REDDY NAGAR,83,83
R724,tankers_reports_2024_5.csv,2024-05-01,2024,5,,413,413,0,723,34,KAMALANAGAR,413,413
R725,tankers_reports_2024_5.csv,2024-05-01,2024,5,,207,207,0,724,34,L.B.NAGAR,207,207
R726,tankers_reports_2024_5.csv,2024-05-01,2024,5,,932,932,0,725,34,MANSOORABAD,932,932
R727,tankers_reports_2024_5.csv,2024-05-01,2024,5,,35,35,0,726,34,NAGOLE,35,35
R728,tankers_reports_2024_5.csv,2024-05-01,2024,5,,332,332,0,727,34,NGO COLONY,332,332
R729,tankers_reports_2024_5.csv,2024-05-01,2024,5,,674,674,0,728,34,VANASTHALIPURAM (DIV 10),674,674
R730,tankers_reports_2024_7.csv,2024-07-01,2024,7,,9,9,0,729,1,BAHADURPURA,9,9
R731,tankers_reports_2024_7.csv,2024-07-01,2024,7,,2,2,0,730,1,DARUL SHIFA,2,2
R732,tankers_reports_2024_7.csv,2024-07-01,2024,7,,3,3,0,731,1,DHOOD BOWLI,3,3
