row_id,_source_file,month_start,year,month,booking_location,tankers_booked,tankers_delivered,delivery_gap,index,division,section,noofbookings,delivered
R245,tankers_reports_2024_3.csv,2024-03-01,2024,3,,168,168,0,244,7,BOIGUDA,168,168
R246,tankers_reports_2024_3.csv,2024-03-01,2024,3,,83,83,0,245,7,BOUDHANAGAR,83,83
R247,tankers_reports_2024_3.csv,2024-03-01,2024,3,,49,49,0,246,7,HUSSAINSAGAR,49,49
R248,tankers_reports_2024_3.csv,2024-03-01,2024,3,,25,25,0,247,7,LALAPET,25,25
R249,tankers_reports_2024_3.csv,2024-03-01,2024,3,,236,236,0,248,7,MARREDPALLY,236,236
R250,tankers_reports_2024_3.csv,2024-03-01,2024,3,,30,30,0,249,7,METTUGUDA,30,30
R251,tankers_reports_2024_3.csv,2024-03-01,2024,3,,77,77,0,250,7,NALLAGUTTA,77,77
R252,tankers_reports_2024_3.csv,2024-03-01,2024,3,,198,198,0,251,7,PRAKASHNAGAR,198,198
R253,tankers_reports_2024_3.csv,2024-03-01,2024,3,,84,84,0,252,7,REGIMENTAL BAZAR,84,84
R254,tankers_reports_2024_3.csv,2024-03-01,2024,3,,193,193,0,253,7,SEETHAPALMANDI,193,193
R255,tankers_reports_2024_3.csv,2024-03-01,2024,3,,408,408,0,254,7,SRINIVAS NAGAR,408,408
R256,tankers_reports_2024_3.csv,2024-03-01,2024,3,,729,729,0,255,7,TARNAKA,729,729
R257,tankers_reports_2024_3.csv,2024-03-01,2024,3,,1,1,0,256,8,PATANCHERU PIPELINE,1,1
R258,tankers_reports_2024_3.csv,2024-03-01,2024,3,,3190,3187,3,257,9,BALAJINAGAR (DIV 9),3190,3187
R259,tankers_reports_2024_3.csv,2024-03-01,2024,3,,96,96,0,258,9,BALANAGAR,96,96
R260,tankers_reports_2024_3.csv,2024-03-01,2024,3,,2138,2137,1,259,9,BHAGYANAGAR,2138,2137
R261,tankers_reports_2024_3.csv,2024-03-01,2024,3,,47,46,1,260,9,BHARATHNAGAR,47,46
R262,tankers_reports_2024_3.csv,2024-03-01,2024,3,,1804,1794,10,261,9,GAYATRI NAGAR,1804,1794
R263,tankers_reports_2024_3.csv,2024-03-01,2024,3,,644,644,0,262,9,HASMATHPET,644,644
R264,tankers_reports_2024_3.csv,2024-03-01,2024,3,,5848,5848,0,263,9,KPHB,5848,5848
R265,tankers_reports_2024_3.csv,2024-03-01,2024,3,,899,896,3,264,9,KUKATPALLY,899,896
R266,tankers_reports_2024_3.csv,2024-03-01,2024,3,,70,68,2,265,9,MOOSAPET,70,68
R267,tankers_reports_2024_3.csv,2024-03-01,2024,3,,535,534,1,266,9,MOTI NAGAR,535,534
R268,tankers_reports_2024_3.csv,2024-03-01,2024,3,,224,224,0,267,9,VIVEKANANDA NAGAR,224,224
R269,tankers_reports_2024_3.csv,2024-03-01,2024,3,,879,865,14,268,9,YELLAMMABANDA,879,865
R270,tankers_reports_2024_3.csv,2024-03-01,2024,3,,973,973,0,269,10,ALKAPURI,973,973
R271,tankers_reports_2024_3.csv,2024-03-01,2024,3,,104,104,0,270,10,DILSHUKNAGAR,104,104
R272,tankers_reports_2024_3.csv,2024-03-01,2024,3,,152,152,0,271,10,KOTHAPETA,152,152
R273,tankers_reports_2024_3.csv,2024-03-01,2024,3,,105,105,0,272,10,LINGOJIGUDA,105,105
R274,tankers_reports_2024_3.csv,2024-03-01,2024,3,,340,340,0,273,10,MARUTHINAGAR (DIV 10),340,340
R275,tankers_reports_2024_3.csv,2024-03-01,2024,3,,430,430,0,274,10,SAHEBNAGAR (DIV 10),430,430
R276,tankers_reports_2024_3.csv,2024-03-01,2024,3,,366,366,0,275,10,SAROORNAGAR,366,366
R277,tankers_reports_2024_3.csv,2024-03-01,2024,3,,111,111,0,276,10,VAISHALINAGAR (DIV 10),111,111
R278,tankers_reports_2024_3.csv,2024-03-01,2024,3,,46,46,0,277,12,ADARSHNAGAR,46,46
R279,tankers_reports_2024_3.csv,2024-03-01,2024,3,,27,27,0,278,12,Bhagatsingh Nagar,27,27
R280,tankers_reports_2024_3.csv,2024-03-01,2024,3,,58,58,0,279,12,CHINTAL,58,58
R281,tankers_reports_2024_3.csv,2024-03-01,2024,3,,610,610,0,280,12,GAJULARAMARAM,610,610
R282,tankers_reports_2024_3.csv,2024-03-01,2024,3,,110,110,0,281,12,JEEDIMETLA,110,110
R283,tankers_reports_2024_3.csv,2024-03-01,2024,3,,79,78,1,282,12,Jagathgirigutta,79,78
R284,tankers_reports_2024_3.csv,2024-03-01,2024,3,,570,570,0,283,12,SHAPOORNAGAR,570,570
R285,tankers_reports_2024_3.csv,2024-03-01,2024,3,,235,235,0,284,12,SURARAM,235,235
R286,tankers_reports_2024_3.csv,2024-03-01,2024,3,,98,98,0,285,12,USHODAYA,98,98
R287,tankers_reports_2024_3.csv,2024-03-01,2024,3,,246,246,0,286,12,suchitra,246,246
R288,tankers_reports_2024_3.csv,2024-03-01,2024,3,,48,48,0,287,13,ALWAL (Div13),48,48
R289,tankers_reports_2024_3.csv,2024-03-01,2024,3,,142,142,0,288,13,CHANUKYAPURI,142,142
R290,tankers_reports_2024_3.csv,2024-03-01,2024,3,,223,223,0,289,13,DEFENCE COLONY,223,223
R291,tankers_reports_2024_3.csv,2024-03-01,2024,3,,1186,1186,0,290,13,FATHER BALAIAHNAGAR (Div13),1186,1186
R292,tankers_reports_2024_3.csv,2024-03-01,2024,3,,199,199,0,291,13,GOWTHAM NAGAR,199,199
R293,tankers_reports_2024_3.csv,2024-03-01,2024,3,,137,137,0,292,13,MACHABOLLARAM,137,137
R294,tankers_reports_2024_3.csv,2024-03-01,2024,3,,217,217,0,293,13,SAINATHPURAM,217,217
R295,tankers_reports_2024_3.csv,2024-03-01,2024,3,,87,87,0,294,13,VAJPAYEE NAGAR,87,87
R296,tankers_reports_2024_3.csv,2024-03-01,2024,3,,157,157,0,295,13,VENKATAPURAM,157,157
R297,tankers_reports_2024_3.csv,2024-03-01,2024,3,,120,120,0,296,13,YAPRAL (Div13),120,120
R298,tankers_reports_2024_3.csv,2024-03-01,2024,3,,27,27,0,297,14,CHERLAPALLY,27,27
R299,tankers_reports_2024_3.csv,2024-03-01,2024,3,,75,75,0,298,14,HOUSING BOARD,75,75
R300,tankers_reports_2024_3.csv,2024-03-01,2024,3,,210,210,0,299,14,HUBSIGUDA,210,210
R301,tankers_reports_2024_3.csv,2024-03-01,2024,3,,141,141,0,300,14,NACHARAM,141,141
R302,tankers_reports_2024_3.csv,2024-03-01,2024,3,,116,116,0,301,14,RADHIKA,116,116
R303,tankers_reports_2024_3.csv,2024-03-01,2024,3,,134,133,1,302,14,RAMANTHAPUR(DIV 14),134,133
R304,tankers_reports_2024_3.csv,2024-03-01,2024,3,,134,134,0,303,14,SAIBABA NAGAR,134,134
R305,tankers_reports_2024_3.csv,2024-03-01,2024,3,,180,180,0,304,14,UPPAL,180,180
R306,tankers_reports_2024_3.csv,2024-03-01,2024,3,,1040,1040,0,305,15,CHANDA NAGAR,1040,1040
R307,tankers_reports_2024_3.csv,2024-03-01,2024,3,,1469,1469,0,306,15,DEEPTHISRI NAGAR (DIV 15),1469,1469
R308,tankers_reports_2024_3.csv,2024-03-01,2024,3,,1502,1502,0,307,15,Doyens section,1502,1502
R309,tankers_reports_2024_3.csv,2024-03-01,2024,3,,2815,2815,0,308,15,GACHIBOWLI (DIV 15),2815,2815
R310,tankers_reports_2024_3.csv,2024-03-01,2024,3,,4993,4993,0,309,15,HAFEEZPET (DIV 15),4993,4993
R311,tankers_reports_2024_3.csv,2024-03-01,2024,3,,11893,11890,3,310,15,KONDAPUR (DIV 15),11893,11890
R312,tankers_reports_2024_3.csv,2024-03-01,2024,3,,10644,10637,7,311,15,MADHAPUR,10644,10637
R313,tankers_reports_2024_3.csv,2024-03-01,2024,3,,642,642,0,312,15,MIYAPUR,642,642
R314,tankers_reports_2024_3.csv,2024-03-01,2024,3,,12,12,0,313,15,NALLAGANDLA (DIV 15),12,12
R315,tankers_reports_2024_3.csv,2024-03-01,2024,3,,2,2,0,314,15,PATANCHERU (DIV15),2,2
R316,tankers_reports_2024_3.csv,2024-03-01,2024,3,,14,14,0,315,15,RAMACHANDRAPURAM,14,14
R317,tankers_reports_2024_3.csv,2024-03-01,2024,3,,480,479,1,316,16,ATTAPUR,480,479
R318,tankers_reports_2024_3.csv,2024-03-01,2024,3,,211,210,1,317,16,BUDVEL (DIV16),211,210
R319,tankers_reports_2024_3.csv,2024-03-01,2024,3,,1488,1486,2,318,16,HYDERGUDA,1488,1486
R320,tankers_reports_2024_3.csv,2024-03-01,2024,3,,25,25,0,319,16,KATEDAN,25,25
R321,tankers_reports_2024_3.csv,2024-03-01,2024,3,,62,61,1,320,16,MAILERDEV PALLY,62,61
R322,tankers_reports_2024_3.csv,2024-03-01,2024,3,,67,67,0,321,16,SULEMAN NAGAR,67,67
R323,tankers_reports_2024_3.csv,2024-03-01,2024,3,,2056,2047,9,322,18,KISMATHPUR (DIV 18),2056,2047
R324,tankers_reports_2024_3.csv,2024-03-01,2024,3,,5829,5737,92,323,18,MANIKONDA (DIV 18),5829,5737
R325,tankers_reports_2024_3.csv,2024-03-01,2024,3,,216,216,0,324,19,BODUPPAL (DIV 19),216,216
R326,tankers_reports_2024_3.csv,2024-03-01,2024,3,,1,1,0,325,19,CHEERYAL (DIV 19),1,1
R327,tankers_reports_2024_3.csv,2024-03-01,2024,3,,3,3,0,326,19,DHAMMAIGUDA (DIV 19),3,3
R328,tankers_reports_2024_3.csv,2024-03-01,2024,3,,2,2,0,327,19,NAGARAM (DIV 19),2,2
R329,tankers_reports_2024_3.csv,2024-03-01,2024,3,,919,919,0,328,19,PEERJADIGUDA (DIV 19),919,919
R330,tankers_reports_2024_3.csv,2024-03-01,2024,3,,3,3,0,329,19,POCHARAM (DIV 19),3,3
R331,tankers_reports_2024_3.csv,2024-03-01,2024,3,,240,240,0,330,20,BADANGPET  (DIV 20),240,240
R332,tankers_reports_2024_3.csv,2024-03-01,2024,3,,6,6,0,331,20,JALPALLY (DIV 20),6,6
R333,tankers_reports_2024_3.csv,2024-03-01,2024,3,,15,15,0,332,20,JILLELAGUDA (DIV 20),15,15
R334,tankers_reports_2024_3.csv,2024-03-01,2024,3,,379,378,1,333,20,MEERPET (DIV 20),379,378
R335,tankers_reports_2024_3.csv,2024-03-01,2024,3,,2,2,0,334,20,SHAMSHABAD (DIV 20),2,2
R336,tankers_reports_2024_3.csv,2024-03-01,2024,3,,2,2,0,335,20,THUKKUGUDA (PD 1),2,2
R337,tankers_reports_2024_3.csv,2024-03-01,2024,3,,4,4,0,336,22,PEDDA AMBERPET (PD 1),4,4
R338,tankers_reports_2024_3.csv,2024-03-01,2024,3,,9,9,0,337,22,TURKAYAMJAL (PD 1),9,9
R339,tankers_reports_2024_3.csv,2024-03-01,2024,3,,295,294,1,338,23,BACHUPALLY (PD 7),295,294
R340,tankers_reports_2024_3.csv,2024-03-01,2024,3,,4,4,0,339,23,GANDIMAISAMMA (PD 7),4,4
R341,tankers_reports_2024_3.csv,2024-03-01,2024,3,,3926,3926,0,340,23,NIZAMPET (PD 7),3926,3926
R342,tankers_reports_2024_3.csv,2024-03-01,2024,3,,3290,3290,0,341,23,PRAGATHINAGAR (PD 7),3290,3290
R343,tankers_reports_2024_3.csv,2024-03-01,2024,3,,20,20,0,342,24,AMEENPUR (PD 8),20,20
R344,tankers_reports_2024_3.csv,2024-03-01,2024,3,,8,8,0,343,24,BEERAMGUDA (PD 8),8,8
R345,tankers_reports_2024_3.csv,2024-03-01,2024,3,,2,2,0,344,25,GUNDLAPOCHAMPALLY (PD 7),2,2
R346,tankers_reports_2024_3.csv,2024-03-01,2024,3,,5,5,0,345,25,JAWAHARNAGAR (PD 3),5,5
R347,tankers_reports_2024_3.csv,2024-03-01,2024,3,,2,2,0,346,25,KOMPALLY (PD 7),2,2
R348,tankers_reports_2024_3.csv,2024-03-01,2024,3,,3,3,0,347,33,ALIABAD,3,3
R349,tankers_reports_2024_3.csv,2024-03-01,2024,3,,1,1,0,348,33,BALAPUR,1,1
R350,tankers_reports_2024_3.csv,2024-03-01,2024,3,,18,18,0,349,33,BANDLAGUDA  (DIV 2),18,18
R351,tankers_reports_2024_3.csv,2024-03-01,2024,3,,2,2,0,350,33,JANGAMMET,2,2
R352,tankers_reports_2024_3.csv,2024-03-01,2024,3,,4,4,0,351,33,KANCHANBAGH,4,4
R353,tankers_reports_2024_3.csv,2024-03-01,2024,3,,3,3,0,352,33,MYSARAM,3,3
R354,tankers_reports_2024_3.csv,2024-03-01,2024,3,,205,204,1,353,34,AUTONAGAR,205,204
R355,tankers_reports_2024_3.csv,2024-03-01,2024,3,,45,45,0,354,34,B.N.REDDY NAGAR,45,45
R356,tankers_reports_2024_3.csv,2024-03-01,2024,3,,347,347,0,355,34,KAMALANAGAR,347,347
R357,tankers_reports_2024_3.csv,2024-03-01,2024,3,,87,87,0,356,34,L.B.NAGAR,87,87
R358,tankers_reports_2024_3.csv,2024-03-01,2024,3,,433,433,0,357,34,MANSOORABAD,433,433
R359,tankers_reports_2024_3.csv,2024-03-01,2024,3,,9,9,0,358,34,NAGOLE,9,9
R360,tankers_reports_2024_3.csv,2024-03-01,2024,3,,175,175,0,359,34,NGO COLONY,175,175
R361,tankers_reports_2024_3.csv,2024-03-01,2024,3,,417,417,0,360,34,VANASTHALIPURAM (DIV 10),417,417
R362,tankers_reports_2024_4.csv,2024-04-01,2024,4,,4,4,0,361,1,BAHADURPURA,4,4
R363,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1,1,0,362,1,CHANUDLAL BHARADARI,1,1
R364,tankers_reports_2024_4.csv,2024-04-01,2024,4,,8,8,0,363,1,DARUL SHIFA,8,8
R365,tankers_reports_2024_4.csv,2024-04-01,2024,4,,4,4,0,364,1,DHOOD BOWLI,4,4
R366,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1,1,0,365,1,HASSAN NAGAR,1,1
R367,tankers_reports_2024_4.csv,2024-04-01,2024,4,,11,11,0,366,1,KISHAN BAGH,11,11
R368,tankers_reports_2024_4.csv,2024-04-01,2024,4,,4,4,0,367,1,M.R.G.FILTERS,4,4
R369,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1,1,0,368,1,MISRIGUNJ,1,1
R370,tankers_reports_2024_4.csv,2024-04-01,2024,4,,9,9,0,369,1,MOGHULPURA,9,9
R371,tankers_reports_2024_4.csv,2024-04-01,2024,4,,6,6,0,370,1,PATHERGATTI,6,6
R372,tankers_reports_2024_4.csv,2024-04-01,2024,4,,11,11,0,371,1,VATTEPALLY,11,11
R373,tankers_reports_2024_4.csv,2024-04-01,2024,4,,164,164,0,372,2,ASMANGARH,164,164
R374,tankers_reports_2024_4.csv,2024-04-01,2024,4,,15,15,0,373,2,AZAMPURA,15,15
R375,tankers_reports_2024_4.csv,2024-04-01,2024,4,,49,49,0,374,2,CHANCHALGUDA,49,49
R376,tankers_reports_2024_4.csv,2024-04-01,2024,4,,5,5,0,375,2,MADANNAPET,5,5
R377,tankers_reports_2024_4.csv,2024-04-01,2024,4,,142,142,0,376,2,MALAKPET,142,142
R378,tankers_reports_2024_4.csv,2024-04-01,2024,4,,197,197,0,377,2,MOOSARAMBAGH,197,197
R379,tankers_reports_2024_4.csv,2024-04-01,2024,4,,116,116,0,378,2,SAIDABAD,116,116
R380,tankers_reports_2024_4.csv,2024-04-01,2024,4,,3,3,0,379,2,SANTOSHNAGAR,3,3
R381,tankers_reports_2024_4.csv,2024-04-01,2024,4,,12,12,0,380,2,VINAY NAGAR (DIV 2 (a)),12,12
R382,tankers_reports_2024_4.csv,2024-04-01,2024,4,,2,2,0,381,2,YAKATPURA,2,2
R383,tankers_reports_2024_4.csv,2024-04-01,2024,4,,114,114,0,382,3,AHMED NAGAR,114,114
R384,tankers_reports_2024_4.csv,2024-04-01,2024,4,,271,271,0,383,3,ASIF NAGAR,271,271
R385,tankers_reports_2024_4.csv,2024-04-01,2024,4,,418,417,1,384,3,CHINTAL BASTHI,418,417
R386,tankers_reports_2024_4.csv,2024-04-01,2024,4,,31,31,0,385,3,GOLCONDA,31,31
R387,tankers_reports_2024_4.csv,2024-04-01,2024,4,,260,260,0,386,3,HAKEEMPET,260,260
R388,tankers_reports_2024_4.csv,2024-04-01,2024,4,,650,650,0,387,3,KAKATIYA NAGAR,650,650
R389,tankers_reports_2024_4.csv,2024-04-01,2024,4,,115,115,0,388,3,KARWAN,115,115
R390,tankers_reports_2024_4.csv,2024-04-01,2024,4,,113,113,0,389,3,LANGER HOUSE,113,113
R391,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1125,1124,1,390,3,MEHIDIPATNAM,1125,1124
R392,tankers_reports_2024_4.csv,2024-04-01,2024,4,,135,135,0,391,3,OLD MALLEPALLY,135,135
R393,tankers_reports_2024_4.csv,2024-04-01,2024,4,,2540,2540,0,392,3,SHAIKPET,2540,2540
R394,tankers_reports_2024_4.csv,2024-04-01,2024,4,,67,67,0,393,3,TAPPA CHABUTRA,67,67
R395,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1111,1111,0,394,3,TOLI CHOWK,1111,1111
R396,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1232,1232,0,395,3,VIJAYNAGAR COLONY,1232,1232
R397,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1,1,0,396,4,ALLABANDA,1,1
R398,tankers_reports_2024_4.csv,2024-04-01,2024,4,,236,236,0,397,4,GODE-KI-KABAR,236,236
R399,tankers_reports_2024_4.csv,2024-04-01,2024,4,,157,157,0,398,4,GOWLIGUDA,157,157
R400,tankers_reports_2024_4.csv,2024-04-01,2024,4,,522,522,0,399,4,GUNFOUNDRY,522,522
R401,tankers_reports_2024_4.csv,2024-04-01,2024,4,,235,235,0,400,4,HINDI NAGAR,235,235
R402,tankers_reports_2024_4.csv,2024-04-01,2024,4,,589,589,0,401,4,RED HILLS HIGH LEVEL,589,589
R403,tankers_reports_2024_4.csv,2024-04-01,2024,4,,200,200,0,402,4,RED HILLS LOW LEVEL,200,200
R404,tankers_reports_2024_4.csv,2024-04-01,2024,4,,124,124,0,403,4,SULTAN BAZAR,124,124
R405,tankers_reports_2024_4.csv,2024-04-01,2024,4,,14,14,0,404,4,ZIAGUDA,14,14
R406,tankers_reports_2024_4.csv,2024-04-01,2024,4,,109,109,0,405,5,ADIKMET,109,109
R407,tankers_reports_2024_4.csv,2024-04-01,2024,4,,98,98,0,406,5,AMBERPET,98,98
R408,tankers_reports_2024_4.csv,2024-04-01,2024,4,,447,447,0,407,5,AZAMABAD,447,447
R409,tankers_reports_2024_4.csv,2024-04-01,2024,4,,270,270,0,408,5,BAGH LINGAMPALLY,270,270
R410,tankers_reports_2024_4.csv,2024-04-01,2024,4,,625,625,0,409,5,BARKATPURA,625,625
R411,tankers_reports_2024_4.csv,2024-04-01,2024,4,,214,214,0,410,5,BOATS CLUB,214,214
R412,tankers_reports_2024_4.csv,2024-04-01,2024,4,,103,103,0,411,5,DOMALGUDA,103,103
R413,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1030,1030,0,412,5,GANDHINAGAR,1030,1030
R414,tankers_reports_2024_4.csv,2024-04-01,2024,4,,781,781,0,413,5,MUSHEERABAD,781,781
R415,tankers_reports_2024_4.csv,2024-04-01,2024,4,,761,761,0,414,5,NARAYANGUDA,761,761
R416,tankers_reports_2024_4.csv,2024-04-01,2024,4,,271,271,0,415,5,SHIVAM,271,271
R417,tankers_reports_2024_4.csv,2024-04-01,2024,4,,184,184,0,416,5,VIGYANPURI,184,184
R418,tankers_reports_2024_4.csv,2024-04-01,2024,4,,4707,4707,0,417,6,BANJARA HILLS,4707,4707
R419,tankers_reports_2024_4.csv,2024-04-01,2024,4,,432,432,0,418,6,BORABANDA,432,432
R420,tankers_reports_2024_4.csv,2024-04-01,2024,4,,983,983,0,419,6,ERRAGADDA,983,983
R421,tankers_reports_2024_4.csv,2024-04-01,2024,4,,2257,2257,0,420,6,FATHENAGAR,2257,2257
R422,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1026,1026,0,421,6,FILM NAGAR,1026,1026
R423,tankers_reports_2024_4.csv,2024-04-01,2024,4,,6306,6306,0,422,6,JUBILEE HILLS,6306,6306
R424,tankers_reports_2024_4.csv,2024-04-01,2024,4,,304,304,0,423,6,S.P.R HILLS,304,304
R425,tankers_reports_2024_4.csv,2024-04-01,2024,4,,6040,6040,0,424,6,S.R.NAGAR,6040,6040
R426,tankers_reports_2024_4.csv,2024-04-01,2024,4,,3252,3252,0,425,6,SOMAJIGUDA,3252,3252
R427,tankers_reports_2024_4.csv,2024-04-01,2024,4,,2316,2316,0,426,6,THATTIKHANA,2316,2316
R428,tankers_reports_2024_4.csv,2024-04-01,2024,4,,3661,3661,0,427,6,VENGALRAONAGAR,3661,3661
R429,tankers_reports_2024_4.csv,2024-04-01,2024,4,,2652,2652,0,428,6,YELLAREDDYGUDA,2652,2652
R430,tankers_reports_2024_4.csv,2024-04-01,2024,4,,426,426,0,429,7,BOIGUDA,426,426
R431,tankers_reports_2024_4.csv,2024-04-01,2024,4,,183,183,0,430,7,BOUDHANAGAR,183,183
R432,tankers_reports_2024_4.csv,2024-04-01,2024,4,,171,171,0,431,7,HUSSAINSAGAR,171,171
R433,tankers_reports_2024_4.csv,2024-04-01,2024,4,,55,55,0,432,7,LALAPET,55,55
R434,tankers_reports_2024_4.csv,2024-04-01,2024,4,,372,372,0,433,7,MARREDPALLY,372,372
R435,tankers_reports_2024_4.csv,2024-04-01,2024,4,,76,76,0,434,7,METTUGUDA,76,76
R436,tankers_reports_2024_4.csv,2024-04-01,2024,4,,79,79,0,435,7,NALLAGUTTA,79,79
R437,tankers_reports_2024_4.csv,2024-04-01,2024,4,,332,332,0,436,7,PRAKASHNAGAR,332,332
R438,tankers_reports_2024_4.csv,2024-04-01,2024,4,,192,192,0,437,7,REGIMENTAL BAZAR,192,192
R439,tankers_reports_2024_4.csv,2024-04-01,2024,4,,762,762,0,438,7,SEETHAPALMANDI,762,762
R440,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1351,1351,0,439,7,SRINIVAS NAGAR,1351,1351
R441,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1510,1510,0,440,7,TARNAKA,1510,1510
R442,tankers_reports_2024_4.csv,2024-04-01,2024,4,,4876,4876,0,441,9,BALAJINAGAR (DIV 9),4876,4876
R443,tankers_reports_2024_4.csv,2024-04-01,2024,4,,98,98,0,442,9,BALANAGAR,98,98
R444,tankers_reports_2024_4.csv,2024-04-01,2024,4,,4025,4025,0,443,9,BHAGYANAGAR,4025,4025
R445,tankers_reports_2024_4.csv,2024-04-01,2024,4,,222,222,0,444,9,BHARATHNAGAR,222,222
R446,tankers_reports_2024_4.csv,2024-04-01,2024,4,,2091,2091,0,445,9,GAYATRI NAGAR,2091,2091
R447,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1249,1249,0,446,9,HASMATHPET,1249,1249
R448,tankers_reports_2024_4.csv,2024-04-01,2024,4,,7548,7548,0,447,9,KPHB,7548,7548
R449,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1036,1036,0,448,9,KUKATPALLY,1036,1036
R450,tankers_reports_2024_4.csv,2024-04-01,2024,4,,286,286,0,449,9,MOOSAPET,286,286
R451,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1076,1076,0,450,9,MOTI NAGAR,1076,1076
R452,tankers_reports_2024_4.csv,2024-04-01,2024,4,,406,406,0,451,9,VIVEKANANDA NAGAR,406,406
R453,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1161,1161,0,452,9,YELLAMMABANDA,1161,1161
R454,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1793,1793,0,453,10,ALKAPURI,1793,1793
R455,tankers_reports_2024_4.csv,2024-04-01,2024,4,,216,216,0,454,10,DILSHUKNAGAR,216,216
R456,tankers_reports_2024_4.csv,2024-04-01,2024,4,,306,306,0,455,10,KOTHAPETA,306,306
R457,tankers_reports_2024_4.csv,2024-04-01,2024,4,,269,269,0,456,10,LINGOJIGUDA,269,269
R458,tankers_reports_2024_4.csv,2024-04-01,2024,4,,559,559,0,457,10,MARUTHINAGAR (DIV 10),559,559
R459,tankers_reports_2024_4.csv,2024-04-01,2024,4,,776,776,0,458,10,SAHEBNAGAR (DIV 10),776,776
R460,tankers_reports_2024_4.csv,2024-04-01,2024,4,,566,566,0,459,10,SAROORNAGAR,566,566
R461,tankers_reports_2024_4.csv,2024-04-01,2024,4,,258,258,0,460,10,VAISHALINAGAR (DIV 10),258,258
R462,tankers_reports_2024_4.csv,2024-04-01,2024,4,,163,163,0,461,12,ADARSHNAGAR,163,163
R463,tankers_reports_2024_4.csv,2024-04-01,2024,4,,94,94,0,462,12,Bhagatsingh Nagar,94,94
R464,tankers_reports_2024_4.csv,2024-04-01,2024,4,,79,79,0,463,12,CHINTAL,79,79
R465,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1235,1235,0,464,12,GAJULARAMARAM,1235,1235
R466,tankers_reports_2024_4.csv,2024-04-01,2024,4,,228,228,0,465,12,JEEDIMETLA,228,228
R467,tankers_reports_2024_4.csv,2024-04-01,2024,4,,143,143,0,466,12,Jagathgirigutta,143,143
R468,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1101,1099,2,467,12,SHAPOORNAGAR,1101,1099
R469,tankers_reports_2024_4.csv,2024-04-01,2024,4,,354,354,0,468,12,SURARAM,354,354
R470,tankers_reports_2024_4.csv,2024-04-01,2024,4,,306,306,0,469,12,USHODAYA,306,306
R471,tankers_reports_2024_4.csv,2024-04-01,2024,4,,424,424,0,470,12,suchitra,424,424
R472,tankers_reports_2024_4.csv,2024-04-01,2024,4,,76,76,0,471,13,ALWAL (Div13),76,76
R473,tankers_reports_2024_4.csv,2024-04-01,2024,4,,232,232,0,472,13,CHANUKYAPURI,232,232
R474,tankers_reports_2024_4.csv,2024-04-01,2024,4,,438,438,0,473,13,DEFENCE COLONY,438,438
R475,tankers_reports_2024_4.csv,2024-04-01,2024,4,,1767,1766,1,474,13,FATHER BALAIAHNAGAR (Div13),1767,1766
R476,tankers_reports_2024_4.csv,2024-04-01,2024,4,,356,356,0,475,13,GOWTHAM NAGAR,356,356
R477,tankers_reports_2024_4.csv,2024-04-01,2024,4,,246,246,0,476,13,MACHABOLLARAM,246,246
R478,tankers_reports_2024_4.csv,2024-04-01,2024,4,,363,363,0,477,13,SAINATHPURAM,363,363
R479,tankers_reports_2024_4.csv,2024-04-01,2024,4,,188,188,0,478,13,VAJPAYEE NAGAR,188,188
R480,tankers_reports_2024_4.csv,2024-04-01,2024,4,,218,218,0,479,13,VENKATAPURAM,218,218
R481,tankers_reports_2024_4.csv,2024-04-01,2024,4,,282,282,0,480,13,YAPRAL (Div13),282,282
R482,tankers_reports_2024_4.csv,2024-04-01,2024,4,,20,20,0,481,14,CHERLAPALLY,20,20
R483,tankers_reports_2024_4.csv,2024-04-01,2024,4,,100,100,0,482,14,HOUSING BOARD,100,100
R484,tankers_reports_2024_4.csv,2024-04-01,2024,4,,423,423,0,483,14,HUBSIGUDA,423,423
R485,tankers_reports_2024_4.csv,2024-04-01,2024,4,,212,212,0,484,14,NACHARAM,212,212
R486,tankers_reports_2024_4.csv,2024-04-01,2024,4,,209,208,1,485,14,RADHIKA,209,208
R487,tankers_reports_2024_4.csv,2024-04-01,2024,4,,346,346,0,486,14,RAMANTHAPUR(DIV 14),346,346
R488,tankers_reports_2024_4.csv,2024-04-01,2024,4,,206,206,0,487,14,SAIBABA NAGAR,206,206
R489,tankers_reports_2024_4.csv,2024-04-01,2024,4,,222,222,0,488,14,UPPAL,222,222
